Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
削る	1298090	けずる	削	Godan verb with `ru' ending, transitive verb	1: to shave (wood or leather)<br>2: to sharpen<br>3: to plane<br>4: to whittle<br>5: to pare<br>6: to scrape off<br><br>1: to shave off (e.g. a budget, expenses, a salary, etc.)<br>2: to curtail<br>3: to cut down<br><br>1: to cross out<br>2: to reduce<br>3: to curtail<br>4: to remove<br>5: to erase<br>6: to delete	
削る	1298100	はつる	削	Godan verb with `ru' ending, transitive verb	1: to shave off (esp. concrete)<br><br>1: to take a percentage<br>2: to take a cut	
光	1272780	ひかり	光	noun	1: light	
光る	1272820	ひかる	光	Godan verb with `ru' ending, intransitive verb	1: to shine<br>2: to glitter<br>3: to be bright	
太い	1408180	ふとい	太	adjective	1: fat<br>2: thick<br><br>1: deep (of a voice)<br><br>1: daring<br>2: shameless<br>3: brazen<br><br>1: lucky (billiards)	
太る	1408220	ふとる	太	Godan verb with `ru' ending, intransitive verb	1: to grow fat (stout, plump)<br>2: to become fat<br>3: to gain weight	
器	1218880	うつわ	器	noun	1: bowl<br>2: vessel<br>3: container<br><br>1: ability<br>2: capacity<br>3: calibre<br>4: caliber	
臭い	1333150	くさい	臭	adjective	1: stinking<br>2: smelly<br><br>1: suspicious<br>2: fishy<br><br>1: clumsy	
省く	1351040	はぶく	省	Godan verb with `ku' ending, transitive verb	1: to omit<br>2: to leave out<br>3: to exclude<br>4: to eliminate<br><br>1: to curtail<br>2: to save<br>3: to cut down<br>4: to economize<br>5: to economise	
厚い	1275320	あつい	厚	adjective	1: thick<br>2: deep<br>3: heavy<br><br>1: kind<br>2: cordial<br>3: hospitable<br>4: warm<br>5: faithful<br><br>1: serious (of an illness)<br><br>1: abundant	
奇しき	2130670	くしき	奇	pre-noun adjectival	1: strange<br>2: mysterious<br>3: queer	
川	1390020	かわ	川	noun, suffix	1: river<br>2: stream<br><br>1: the .... river<br>2: (suffix used with the names of rivers)	
州	1331850	す	州	noun	1: sandbank<br>2: sandbar	
水	1371260	みず	水	noun	1: water (esp. cool, fresh water, e.g. drinking water)<br><br>1: fluid (esp. in an animal tissue)<br>2: liquid<br><br>1: flood<br>2: floodwaters<br><br>1: water offered to wrestlers just prior to a bout<br><br>1: break granted to wrestlers engaged in a prolonged bout	湯・ゆ・1; 力水; 水入り
氷	1488840	こおり	氷	noun	1: ice<br><br>1: shaved ice (usually served with flavored simple syrup)	かき氷
氷	1488850	ひ	氷	noun	1: ice<br><br>1: hail	
泉	1390780	いずみ	泉	noun	1: spring<br>2: fountain	
原	1261140	はら	原	noun	1: field<br>2: plain<br>3: prairie<br>4: tundra<br>5: moor<br>6: wilderness	
願う	1217950	ねがう	願	Godan verb with `u' ending, transitive verb, auxiliary verb	1: to desire<br>2: to wish<br>3: to hope<br><br>1: to beg<br>2: to request<br>3: to implore<br>4: to pray<br><br>1: to have something done for oneself	
泳ぐ	1174340	およぐ	泳	Godan verb with `gu' ending, intransitive verb	1: to swim	
沼	1350010	ぬま	沼	noun, noun, used as a suffix	1: swamp<br>2: bog<br>3: pond<br>4: lake	
沖	1182500	おき	沖	noun	1: open sea	
沖する	2399800	ちゅうする	沖	suru verb - special class	1: to rise up into the air<br>2: to ascend into the sky	
江	1279860	え	江	noun	1: inlet<br>2: bay	
汁	1335520	しる	汁	noun	1: juice<br>2: sap<br><br>1: soup<br>2: broth<br><br>1: (dipping) sauce	
潮	1428620	しお	潮	noun	1: tide<br>2: current<br><br>1: salt water<br><br>1: opportunity	
源	1263360	みなもと	源	noun	1: source<br>2: origin	
消える	1350040	きえる	消	Ichidan verb, intransitive verb	1: to go out<br>2: to vanish<br>3: to disappear	
消す	1350110	けす	消	Godan verb with `su' ending, transitive verb	1: to erase<br>2: to delete<br>3: to cross out<br><br>1: to turn off power<br><br>1: to extinguish<br>2: to put out<br><br>1: to bump off	
況して	1237470	まして	況	expressions, adverb	1: still more<br>2: to say nothing of<br>3: not to mention<br><br>1: still less	
泊まる	1474850	とまる	泊	Godan verb with `ru' ending, intransitive verb	1: to stay at (e.g. hotel)<br><br>1: to be docked<br>2: to be berthed<br>3: to be moored	
泊める	1474860	とめる	泊	Ichidan verb, transitive verb	1: to give shelter to<br>2: to lodge<br>3: to put up<br>4: to accommodate	
湖	1267280	みずうみ	湖	noun	1: lake	
土	1445270	つち	土	noun	1: earth<br>2: soil<br>3: dirt<br>4: clay<br>5: mud<br><br>1: the earth (historically, esp. as opposed to the heavens)<br>2: the ground<br>3: the land<br><br>1: low-quality torinoko-gami (containing mud)<br><br>1: (period of) refraining from construction in the direction of the god of the earth (in On'youdou)	鳥の子紙; 陰陽道
吐く	1444150	つく	吐	Godan verb with `ku' ending, transitive verb	1: to breathe out<br>2: to breathe<br><br>1: to tell (a lie)<br>2: to use (foul language)<br><br>1: to vomit<br>2: to throw up<br>3: to spit up	吐く・はく・1
吐く	2646460	はく	吐	Godan verb with `ku' ending, transitive verb	1: to vomit<br>2: to throw up<br>3: to spit up<br><br>1: to emit<br>2: to send forth<br>3: to breathe out<br><br>1: to give (an opinion)<br>2: to make (a comment)<br>3: to express<br>4: to tell<br><br>1: to confess	
圧す	1152920	へす	圧	Godan verb with `su' ending, transitive verb	1: to dent<br>2: to press<br>3: to push	
垣	1204780	かき	垣	noun	1: fence<br>2: hedge<br>3: barrier<br>4: wall<br>5: railing	かきね; 生け垣
涯	2014280	はて	涯	noun	1: horizon	
寺	1315240	てら	寺	noun	1: temple (Buddhist)	
時	1315840	とき	時	noun	1: time<br>2: hour<br>3: moment<br><br>1: occasion<br>2: case<br><br>1: chance<br>2: opportunity<br>3: season<br><br>1: the times<br>2: the age<br>3: the day<br><br>1: tense	
均す	1241240	ならす	均	Godan verb with `su' ending, transitive verb	1: to make even<br>2: to make smooth<br>3: to make level<br><br>1: to average	
火	1193610	ひ	火	noun, noun, used as a suffix	1: fire<br>2: flame<br>3: blaze	
炎	1177070	ほのお	炎	noun	1: flame<br>2: blaze<br><br>1: flames (of intense emotion, e.g. love, jealousy, anger)<br>2: passion	
煩い	1481920	うるさい	煩	adjective, interjection	1: noisy<br>2: loud<br><br>1: annoying<br>2: troublesome<br>3: tiresome<br>4: persistent<br>5: importunate<br><br>1: fussy<br>2: finicky<br>3: picky<br>4: particular<br>5: nagging<br>6: fastidious<br>7: bossy<br><br>1: shut up!<br>2: be quiet!	
煩わす	1481960	わずらわす	煩	Godan verb with `su' ending	1: to trouble<br>2: to bother<br>3: to annoy<br>4: to give trouble	煩わせる
煩がる	1634370	うるさがる	煩	Godan verb with `ru' ending, transitive verb	1: to feel annoyed at	
淡い	1418420	あわい	淡	adjective	1: light<br>2: faint<br>3: pale<br>4: fleeting	
灯	1582290	ひ	灯	noun	1: light<br>2: lamp<br>3: torch	
畑	1476520	はたけ	畑	noun, suffix	1: field (for fruits, vegetables, etc.)<br>2: cultivated land<br>3: vegetable plot<br>4: kitchen garden<br>5: plantation<br><br>1: field (of specialization)<br>2: sphere<br>3: area<br><br>1: womb<br>2: birth<br>3: birthplace	
災い	1295080	わざわい	災	noun	1: calamity<br>2: catastrophe<br>3: misfortune	
灰	1201860	はい	灰	noun	1: ash<br>2: ashes	
点く	1441400	つく	点	Godan verb with `ku' ending, intransitive verb	1: to be lit (e.g. electricity comes on)<br>2: to be lighted<br><br>1: to catch fire	火がつく; 付く・つく・9
点す	1582140	ともす	点	Godan verb with `su' ending, transitive verb	1: to light<br>2: to turn on	
点ける	1610400	つける	点	Ichidan verb, transitive verb	1: to turn on<br>2: to switch on<br>3: to light up	付ける・つける・13
点てる	2410820	たてる	点	Ichidan verb, transitive verb	1: to make tea (macha)<br>2: to perform the tea ceremony	立てる・たてる・9
照らす	1350840	てらす	照	Godan verb with `su' ending, transitive verb	1: to shine on<br>2: to illuminate<br><br>1: to compare (with)<br>2: to refer to	
照る	1350860	てる	照	Godan verb with `ru' ending, intransitive verb	1: to shine<br><br>1: to look slightly upward (of a noh mask; indicating joy, etc.)	曇る・くもる・4
照れる	1350880	てれる	照	Ichidan verb, intransitive verb	1: to be shy<br>2: to be bashful<br>3: to feel awkward<br>4: to feel embarrassed	
魚	1578010	さかな	魚	noun	1: fish	
漁る	1232970	あさる	漁	Godan verb with `ru' ending, transitive verb	1: to fish<br><br>1: to look for<br>2: to search for<br>3: to hunt for<br>4: to scavenge<br>5: to scrounge<br>6: to look through<br>7: to rummage through	
里	1550760	さと	里	noun	1: village<br>2: hamlet<br><br>1: countryside<br>2: country<br><br>1: home (of one's parents, etc.)<br>2: hometown<br><br>1: one's origins<br>2: one's upbringing<br>3: one's past	御里
黒	1287410	くろ	黒	noun	1: black<br><br>1: black go stone<br><br>1: guilt<br>2: guilty person	白・1
黒い	1287420	くろい	黒	adjective	1: black<br><br>1: dark<br><br>1: illicit<br>2: wicked<br>3: underground	
黒ずむ	1287450	くろずむ	黒	Godan verb with `mu' ending, intransitive verb	1: to blacken<br>2: to darken	
墨	1521510	すみ	墨	noun	1: sumi<br>2: India ink<br>3: Chinese ink<br>4: ink stick<br>5: ink-cake<br><br>1: squid ink<br>2: octopus ink<br><br>1: carpenter's inking string	墨繩・すみなわ
鯉	1271650	こい	鯉	noun	1: common carp (Cyprinus carpio)<br>2: koi carp	
埋める	1524490	うずめる	埋	Ichidan verb, transitive verb	1: to cover<br>2: to bury (e.g. one's face in hands)<br>3: to submerge<br><br>1: to fill (completely)<br>2: to stuff<br>3: to pack<br>4: to cram<br>5: to fill up	
埋める	1524500	うめる	埋	Ichidan verb, transitive verb	1: to bury (e.g. in the ground)<br><br>1: to fill up (e.g. audience fills a hall)<br>2: to fill (a seat, a vacant position)<br>3: to fill out<br><br>1: to plug gaps<br>2: to stop a gap<br><br>1: to make amends<br>2: to cover up for something<br><br>1: to put cold water in a bath<br><br>1: to cover<br>2: to scatter something over	
埋もれる	1524540	うもれる	埋	Ichidan verb, intransitive verb	1: to be buried<br>2: to be covered<br>3: to be hidden	
埋まる	1584340	うずまる	埋	Godan verb with `ru' ending, intransitive verb	1: to be buried<br>2: to be surrounded<br>3: to overflow<br>4: to be filled	
埋ける	2035430	いける	埋	Ichidan verb	1: to bury something in the ground<br><br>1: to cover coals with ash<br>2: to bank a fire	
同じ	1451750	おなじ	同	noun or verb acting prenominally, noun, adverb	1: same<br>2: identical<br>3: equal<br>4: uniform<br>5: equivalent<br>6: similar<br>7: common (origin)<br>8: changeless<br>9: alike<br><br>1: (usu. part of a 'nara' conditional) anyway<br>2: anyhow<br>3: in either case	
洞	1453850	ほら	洞	noun	1: cave<br>2: den<br>3: grotto	
向く	1277080	むく	向	Godan verb with `ku' ending	1: to face<br><br>1: to turn toward<br><br>1: to be suited to<br>2: to be fit for	
向ける	1277100	むける	向	Ichidan verb, transitive verb	1: to turn towards<br>2: to point	
向こう	1277140	むこう	向	noun	1: opposite side<br>2: other side<br>3: opposite direction<br><br>1: over there<br>2: that way<br>3: far away<br>4: beyond<br><br>1: the other party<br>2: the other person<br><br>1: future (starting now)	
向い	1604750	むかい	向	noun, nouns which may take the genitive case particle `no'	1: facing<br>2: opposite<br>3: across the street<br>4: other side	
向かう	1604800	むかう	向	Godan verb with `u' ending, intransitive verb	1: to face<br><br>1: to go towards	
尚	1349300	なお	尚	adverb, conjunction	1: furthermore<br>2: still<br>3: yet<br>4: more<br>5: still more<br>6: in addition<br>7: greater<br>8: further	
字	1315120	あざ	字	noun, suffix	1: section of village	
字	2112720	あざな	字	noun	1: Chinese courtesy name (name formerly given to adult Chinese men, used in place of their given name in formal situations)<br><br>1: nickname<br><br>1: section of a village	
守り	1327090	もり	守	noun	1: babysitting<br>2: babysitter<br><br>1: protecting<br>2: keeping<br>3: keeper	
守り	1327100	まもり	守	noun	1: protection<br>2: defense<br>3: defence<br><br>1: providence<br><br>1: amulet<br>2: charm<br>3: talisman	守り札; 守り袋
守る	1327120	まもる	守	Godan verb with `ru' ending, transitive verb	1: to protect<br>2: to guard<br>3: to defend<br><br>1: to keep (i.e. a promise)<br>2: to abide (by the rules)<br>3: to observe<br>4: to obey<br>5: to follow	
守	2268150	かみ	守	noun	1: director (of the provincial governors under the ritsuryo system)	国司; 長官・かみ
宣ふ	2055480	のたまう	宣	Yodan verb with `hu/fu' ending	1: to say<br>2: to be pleased to say (hint of sarcasm)	
宵	1347600	よい	宵	adverbial noun	1: evening<br>2: early night hours	
安い	1153670	やすい	安	adjective	1: cheap<br>2: inexpensive<br><br>1: calm<br>2: peaceful<br>3: quiet	
安らか	1153690	やすらか	安	adjectival nouns or quasi-adjectives, noun	1: peaceful<br>2: tranquil<br>3: calm<br>4: restful	
安	2082150	やす	安	prefix, suffix	1: cheap<br><br>1: rash<br>2: thoughtless<br>3: careless<br>4: indiscreet<br>5: frivolous	安請け合い
宴	1176310	うたげ	宴	noun	1: party<br>2: banquet<br>3: feast	
寄せる	1219560	よせる	寄	Ichidan verb, transitive verb	1: to come near<br>2: to let someone approach<br><br>1: to bring near<br>2: to bring together<br>3: to collect<br>4: to gather<br><br>1: to deliver (opinion, news, etc.)<br>2: to send (e.g. a letter)<br>3: to contribute<br>4: to donate<br><br>1: to let someone drop by<br><br>1: to add (numbers)<br><br>1: to have feelings for (love, good will, trust, etc.)<br><br>1: to rely upon for a time<br>2: to depend on<br><br>1: to use as a pretext<br><br>1: to put aside<br><br>1: to press<br>2: to push<br>3: to force	
寄る	1219680	よる	寄	Godan verb with `ru' ending, intransitive verb	1: to approach<br>2: to draw near<br>3: to come near<br>4: to be close to<br><br>1: to gather (in one place)<br>2: to come together<br>3: to meet<br><br>1: to stop by (while on one's way to another place)<br>2: to drop by<br>3: to make a short visit<br><br>1: to grow old<br>2: to grow high (number, etc.)<br><br>1: to grow (wrinkly)<br><br>1: to lean against<br>2: to recline on<br><br>1: to push one's opponent while holding their belt<br><br>1: to decide on a price and come to a deal<br><br>1: to be swayed by (a person)<br>2: to yield to	年が寄る
富	1496730	とみ	富	noun	1: riches<br>2: wealth<br>3: fortune<br><br>1: resources<br><br>1: lottery	富くじ
富む	1496740	とむ	富	Godan verb with `mu' ending, intransitive verb	1: to be rich<br>2: to become rich<br>3: to be abundant (with)<br>4: to abound (with)<br>5: to be rich (in)	
貯める	1427160	ためる	貯	Ichidan verb, transitive verb	1: to save (i.e. in a bank)	
木	1534520	き	木	noun	1: tree<br>2: shrub<br>3: bush<br><br>1: wood<br>2: timber	
林	1555440	はやし	林	noun	1: woods<br>2: forest<br>3: copse<br>4: thicket<br><br>1: bunch<br>2: line (of something)<br>3: collection	
森	1362490	もり	森	noun	1: forest<br><br>1: shrine grove	鎮守の杜
桂	1250890	かつら	桂	noun	1: Japanese Judas tree (Cercidiphyllum japonicum)	
柏	1583040	かしわ	柏	noun	1: oak<br>2: daimyo oak<br>3: Japanese emperor oak<br>4: Quercus dentata	
枠	1562610	わく	枠	noun, noun, used as a suffix	1: frame<br>2: framework<br><br>1: border<br>2: box<br><br>1: limit<br>2: restriction<br>3: quota	
梢	1349980	こずえ	梢	noun	1: treetop<br>2: tip of a branch	
棚	1416700	たな	棚	noun	1: shelf<br>2: shelves<br>3: ledge<br>4: rack<br><br>1: trellis	
杏	1586930	あんず	杏	noun	1: apricot (Prunus armeniaca)	
桐	1240710	きり	桐	noun	1: paulownia tree<br>2: Paulownia tomentosa	
植える	1357250	うえる	植	Ichidan verb, transitive verb	1: to plant<br>2: to grow<br>3: to raise<br><br>1: to insert<br>2: to transplant<br>3: to implant<br>4: to set (type)<br><br>1: to inoculate (e.g. an infectious agent)<br><br>1: to instill (idea, value, etc.)<br>2: to instil<br>3: to inculcate	
