Kanji	On'yomi	Kun'yomi	Jinmeiyo	Grade	Stroke Count	Heisig	Heisig 6th	Newspaper Frequency	Meanings	Heisig Keyword
凸	トツ	でこ		8	5	34	34	2143	convex, beetle brow, uneven	convex
旧	キュウ	ふる.い, もと		5	5	35	35	549	old times, old things, old friend, former, ex-	olden times
自	ジ, シ	みずか.ら, おの.ずから, おの.ずと	より	2	6	36	36	19	oneself	oneself
白	ハク, ビャク	しろ, しら-, しろ.い	あき, か, はっ	1	5	37	37	483	white	white
百	ヒャク, ビャク	もも	お, ど, どう, なり, ひゃっ, ひゅく, も, もんど, ゆ	1	6	38	38	163	hundred	hundred
中	チュウ	なか, うち, あた.る	あたる, かなえ	1	4	39	39	11	in, inside, middle, mean, center	in
千	セン	ち	かず, ゆき	1	3	40	40	195	thousand	thousand
舌	ゼツ	した		5	6	41	41	1830	tongue, reed, clapper	tongue
升	ショウ	ます	のぼる	8	4	42	42	2077	measuring box, 1.8 liter	measuring box
昇	ショウ	のぼ.る	しゅう, のり	8	8	43	43	826	rise up	rise up
丸	ガン	まる, まる.める, まる.い	ま, わ, わに	2	3	44	44	542	round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away	round
寸	スン		す, みき	6	3	45	45	1669	measurement, tenth of a shaku, a little, small	measurement
専	セン	もっぱ.ら		6	9	46	47	506	specialty, exclusive, mainly, solely	specialty
博	ハク, バク		ぐれ, と, はか, ひろ	4	12	47	48	794	Dr., command, esteem, win acclaim, Ph.D., exposition, fair	Dr.
占	セン	し.める, うらな.う	うら, しむ, じめ	8	5	48	49	694	fortune-telling, divining, forecasting, occupy, hold, have, get, take	fortune-telling
上	ジョウ, ショウ, シャン	うえ, -うえ, うわ-, かみ, あ.げる, -あ.げる, あ.がる, -あ.がる, あ.がり, -あ.がり, のぼ.る, のぼ.り, のぼ.せる, のぼ.す, よ.す	あおい, あげ, い, か, かき, かず, かん, こう, のぼり, ほつ	1	3	49	50	35	above, up	above
下	カ, ゲ	した, しも, もと, さ.げる, さ.がる, くだ.る, くだ.り, くだ.す, -くだ.す, くだ.さる, お.ろす, お.りる	さか, しと	1	3	50	51	97	below, down, descend, give, low, inferior	below
卓	タク		すぐる, たか, たかし	8	8	51	52	1348	eminent, table, desk, high	eminent
朝	チョウ	あさ	あ, あそ, ささ, ちか, とも	2	12	52	53	248	morning, dynasty, regime, epoch, period, (North) Korea	morning
只	シ	ただ		9	5	53	55	2288	only, free, in addition	only
貝	バイ	かい		1	7	54	56	1787	shellfish	shellfish
貞	テイ	さだ	さざ, ただし, りょう	8	9	55	58	1389	upright, chastity, constancy, righteousness	upright
員	イン		いな, かず	3	10	56	59	54	employee, member, number, the one in charge	employee
見	ケン	み.る, み.える, み.せる		1	7	57	61	22	see, hopes, chances, idea, opinion, look at, visible	see
児	ジ, ニ, ゲイ	こ, -こ, -っこ	る	4	7	58	62	679	newborn babe, child, young of animals	newborn babe
元	ゲン, ガン	もと	ちか, はじめ, はる, ゆき, よし	2	4	59	63	192	beginning, former time, origin	beginning
頁	ケツ	ぺえじ, おおがい, かしら		9	9	60	64	0	page, leaf	page
頑	ガン	かたく		8	13	61	65	1247	stubborn, foolish, firmly	stubborn
凡	ボン, ハン	およ.そ, おうよ.そ, すべ.て	なみ, ひろ, みな	8	3	62	66	1730	commonplace, ordinary, mediocre	mediocre
負	フ	ま.ける, ま.かす, お.う		3	9	63	67	443	defeat, negative, -, minus, bear, owe, assume a responsibility	defeat
万	マン, バン	よろず	かず, ま, ゆる	2	3	64	68	375	ten thousand, 10,000	ten thousand
句	ク		すく	5	5	65	69	1244	phrase, clause, sentence, passage, paragraph, counter for haiku	phrase
肌	キ	はだ		8	6	66	70	1559	texture, skin, body, grain	texture
旬	ジュン, シュン			8	6	67	71	1162	decameron, ten-day period, season (for specific products)	decameron
勺	シャク			9	3	68	72	0	ladle, one tenth of a go, dip	ladle
的	テキ	まと	いくは, ゆくは	4	8	69	73	105	bull's eye, mark, target, object, adjective ending	bull's eye
首	シュ	くび	おびと, こべ, す	2	9	70	74	98	neck, counter for songs and poems	neck
乙	オツ, イツ	おと-, きのと		8	1	71	75	1841	the latter, duplicate, strange, witty, fishhook radical (no. 5)	fishguts
乱	ラン, ロン	みだ.れる, みだ.る, みだ.す, みだ, おさ.める, わた.る	ら	6	7	72	76	755	riot, war, disorder, disturb	riot
直	チョク, ジキ, ジカ	ただ.ちに, なお.す, -なお.す, なお.る, なお.き, す.ぐ	すぐ, なお, のう, のお	2	8	73	77	246	straightaway, honesty, frankness, fix, repair	straightaway
具	グ	そな.える, つぶさ.に	とも	3	8	74	78	629	tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture	tool
真	シン	ま, ま-, まこと	さな, さね, ただ, ただし, なお, のり, まあ, まこ, まさ, まっ, まど, まな, まゆ, みち, も	3	10	75	79	279	true, reality, Buddhist sect	true
工	コウ, ク, グ		もく	2	3	76	80	299	craft, construction, katakana e radical (no. 48)	craft
左	サ, シャ	ひだり	そ	1	5	77	81	630	left	left
右	ウ, ユウ	みぎ	あき, すけ	1	5	78	82	602	right	right
有	ユウ, ウ	あ.る	あ, あら, あり, ある, くに, なお, ゆ	3	6	79	83	282	possess, have, exist, happen, occur, approx	possess
賄	ワイ	まかな.う		8	13	80	84	1282	bribe, board, supply, finance	bribe
貢	コウ, ク	みつ.ぐ		8	10	81	85	956	tribute, support, finance	tribute
項	コウ	うなじ		8	12	82	86	884	paragraph, nape of neck, clause, item, term (expression)	paragraph
刀	トウ	かたな, そり	き, ち, と, わき	2	2	83	87	1794	sword, saber, knife	sword
刃	ジン, ニン	は, やいば, き.る	ち, と	8	3	84	88	1763	blade, sword, edge	blade
切	セツ, サイ	き.る, -き.る, き.り, -き.り, -ぎ.り, き.れる, -き.れる, き.れ, -き.れ, -ぎ.れ	きつ, きり, ぎり	2	4	85	89	324	cut, cutoff, be sharp	cut
召	ショウ	め.す		8	5	86	90	1540	seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)	seduce
昭	ショウ		あき, あきら, かず, かずみ, てる	3	9	87	91	697	shining, bright	shining
則	ソク	のっと.る	のり	5	9	88	92	753	rule, follow, based on, model after	rule
副	フク		そい, そえ	4	11	89	93	360	vice-, assistant, aide, duplicate, copy	vice-
別	ベツ	わか.れる, わ.ける	べっ	4	7	90	94	214	separate, branch off, diverge, fork, another, extra, specially	separate
丁	チョウ, テイ, チン, トウ, チ	ひのと		3	2	91	95	1312	street, ward, town, counter for guns, tools, leaves or cakes of something, even number, 4th calendar sign	street
町	チョウ	まち		1	7	92	96	292	town, village, block, street	village
可	カ, コク	-べ.き, -べ.し	よし	5	5	93	97	314	can, passable, mustn't, should not, do not	can
頂	チョウ	いただ.く, いただき		6	11	94	98	1350	place on the head, receive, top of head, top, summit, peak	place on the head
子	シ, ス, ツ	こ, -こ, ね	い, き, ぎ, く, け, ねっ	1	3	95	99	72	child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac	child
孔	コウ	あな	のり	8	4	96	100	2052	cavity, hole, slit, very, great, exceedingly	cavity
了	リョウ		さとる	8	2	97	101	792	complete, finish	complete
女	ジョ, ニョ, ニョウ	おんな, め	おな, た, つき, な	1	3	98	102	151	woman, female	woman
好	コウ	この.む, す.く, よ.い, い.い	こ, たか, とし, よし	4	6	99	103	423	fond, pleasing, like something	fond
如	ジョ, ニョ	ごと.し	き, ね, ゆき, よし	8	6	100	104	1704	likeness, like, such as, as if, better, best, equal	likeness
母	ボ	はは, も		2	5	101	105	570	mother	mama
貫	カン	つらぬ.く, ぬ.く, ぬき	つら, ぬく	8	11	102	106	1156	pierce, 8 1/3lbs, penetrate, brace	pierce
兄	ケイ, キョウ	あに	え, せ, よし	2	5	103	107	1219	elder brother, big brother	elder brother
克	コク	か.つ	かつ, まさる, よし	8	7	104	109	1333	overcome, kindly, skillfully	overcome
小	ショウ	ちい.さい, こ-, お-, さ-	いさら, こう, さざ, しゃお, ちいさ	1	3	105	110	114	little, small	little
少	ショウ	すく.ない, すこ.し		2	4	106	111	287	few, little	few
大	ダイ, タイ	おお-, おお.きい, -おお.いに	うふ, お, おう, た, たかし, とも, はじめ, ひろ, ひろし, まさ, まさる, もと, わ	1	3	107	112	7	large, big	large
多	タ	おお.い, まさ.に, まさ.る		2	6	108	113	139	many, frequent, much	many
夕	セキ	ゆう	ゆ	1	3	109	114	924	evening	evening
汐	セキ	しお, うしお, せい	いそ	9	6	110	115	2314	eventide, tide, salt water, opportunity	eventide
外	ガイ, ゲ	そと, ほか, はず.す, はず.れる, と-	うい, け, ふか	2	5	111	116	81	outside	outside
名	メイ, ミョウ	な, -な	と	1	6	112	117	177	name, noted, distinguished, reputation	name
石	セキ, シャク, コク	いし	いさ, いす, いわ, し, せっく, と	1	5	113	118	342	stone	stone
肖	ショウ	あやか.る		8	7	114	119	1889	resemblance	resemblance
硝	ショウ			8	12	115	120	2154	nitrate, saltpeter	nitrate
砕	サイ	くだ.く, くだ.ける		8	9	116	121	1579	smash, break, crush, familiar, popular	smash
砂	サ, シャ	すな	いさ, ご	6	9	117	122	1146	sand	sand
削	サク	けず.る, はつ.る, そ.ぐ	げ	8	9	118	124	814	plane, sharpen, whittle, pare, shave	plane
光	コウ	ひか.る, ひかり	あき, あきら, こお, てる, ひこ, み, みつ	2	6	119	125	527	ray, light	ray
太	タイ, タ	ふと.い, ふと.る	おお, たか, ひろ	2	4	120	126	552	plump, thick, big around	plump
器	キ	うつわ		4	15	121	127	525	utensil, vessel, receptacle, implement, instrument, ability, container, tool, set	utensil
臭	シュウ	くさ.い, -くさ.い, にお.う, にお.い		8	9	122	128	1760	stinking, ill-smelling, suspicious looking, odor, savor, fragrance, be fragrant, stink, glow, be bright	stinking
妙	ミョウ, ビョウ	たえ		8	7	123	130	1122	exquisite, strange, queer, mystery, miracle, excellent, delicate, charming	exquisite
省	セイ, ショウ	かえり.みる, はぶ.く	さとし, み	4	9	124	131	548	focus, government ministry, conserve	focus
厚	コウ	あつ.い, あか	あ, あっ	5	9	125	132	768	thick, heavy, rich, kind, cordial, brazen, shameless	thick
奇	キ	く.しき, あや.しい, くし, めずら.しい		8	8	126	133	1367	strange, strangeness, curiosity	strange
川	セン	かわ	か, こ, さわ	1	3	127	134	181	stream, river, river or three-stroke river radical (no. 47)	stream
州	シュウ, ス	す	くに	3	6	128	135	386	state, province	state
順	ジュン		あや, あり, おき, おさむ, しげ, したがう, とし, なお, のぶ, のり, まさ, むね, もと, ゆき, よし, より	4	12	129	136	779	obey, order, turn, right, docility, occasion	obey
水	スイ	みず, みず-	うず, ずみ, つ, ど, み, みさ, みつ, みな, みん	1	4	130	137	223	water	water
氷	ヒョウ	こおり, ひ, こお.る	すい	3	5	131	138	1450	icicle, ice, hail, freeze, congeal	icicle
永	エイ	なが.い	え, と, のり, ひさ, ひさし	5	5	132	139	846	eternity, long, lengthy	eternity
泉	セン	いずみ	いず, ずい, ずみ, ぜい, ぜん, の	6	9	133	140	1086	spring, fountain	spring
原	ゲン	はら	た, ばる, ら, わた, わら	2	10	134	142	172	meadow, original, primitive, field, plain, prairie, tundra, wilderness	meadow
願	ガン	ねが.う, -ねがい	ら	4	19	135	143	894	petition, request, vow, wish, hope	petition
泳	エイ	およ.ぐ		3	8	136	144	1223	swim	swim
沼	ショウ	ぬま		8	8	137	145	1467	marsh, lake, bog, swamp, pond	marsh
沖	チュウ	おき, おきつ, ちゅう.する, わく		8	7	138	146	929	open sea, offing, rise high into sky	open sea
江	コウ	え	くん, とうみ, み, りえ	8	6	139	148	704	creek, inlet, bay	creek
汁	ジュウ	しる, -しる, つゆ		8	5	140	150	1843	soup, juice, broth, sap, gravy, pus	soup
潮	チョウ	しお, うしお	いた	6	15	141	152	1231	tide, salt water, opportunity	tide
源	ゲン	みなもと	はら, みな, もと	6	13	142	153	738	source, origin	source
活	カツ	い.きる, い.かす, い.ける		2	9	143	154	171	lively, resuscitation, being helped, living	lively
消	ショウ	き.える, け.す		3	10	144	155	345	extinguish, blow out, turn off, neutralize, cancel	extinguish
況	キョウ	まし.て, いわ.んや, おもむき		8	8	145	156	490	condition, situation	but of course
河	カ	かわ	かっ, こ, こう	5	8	146	157	663	river	river
泊	ハク	と.まる, と.める	とまり, はつ	8	8	147	158	1233	overnight stay, put up at, ride at anchor	overnight
湖	コ	みずうみ	うみ, み	3	12	148	159	1344	lake	lake
測	ソク	はか.る		5	12	149	160	761	fathom, plan, scheme, measure	fathom
土	ド, ト	つち	つ, つく, は, ひじ	1	3	150	161	307	soil, earth, ground, Turkey	soil
吐	ト	は.く, つ.く		8	6	151	162	1674	spit, vomit, belch, confess, tell (lies)	spit
圧	アツ, エン, オウ	お.す, へ.す, おさ.える, お.さえる		5	5	152	163	718	pressure, push, overwhelm, oppress, dominate	pressure
埼	キ	さき, さい, みさき		8	11	153	164	971	cape, spit, promontory	cape
垣	エン	かき	がい	8	9	154	165	1539	hedge, fence, wall	hedge
圭	ケイ, ケ		か, きよ, たま, よし, かど, きよし	9	6	155	167	1837	square jewel, corner, angle, edge	square jewel
封	フウ, ホウ			8	9	156	168	1143	seal, closing	seal
涯	ガイ	はて		8	11	157	169	1525	horizon, shore, limit, bound	horizon
寺	ジ	てら		2	6	158	170	879	Buddhist temple	Buddhist temple
時	ジ	とき, -どき	と, とぎ	2	10	159	171	16	time, hour	time
均	キン	なら.す	ひとし	5	7	160	172	715	level, average	level
火	カ	ひ, -び, ほ-		1	4	161	173	574	fire	fire
炎	エン	ほのお	ぬく	8	8	162	174	1242	inflammation, flame, blaze	inflammation
煩	ハン, ボン	わずら.う, わずら.わす, うるさ.がる, うるさ.い		8	13	163	175	2081	anxiety, trouble, worry, pain, ill, annoy, nuisance, irksome	anxiety
淡	タン	あわ.い		8	11	164	176	1436	thin, faint, pale, fleeting	thin
灯	トウ	ひ, ほ-, ともしび, とも.す, あかり		4	6	165	177	1605	lamp, a light, light, counter for lights	lamp
畑		はた, はたけ, -ばたけ	かま, まま	3	9	166	178	1176	farm, field, garden, one's specialty, (kokuji)	farm
災	サイ	わざわ.い		5	7	167	179	976	disaster, calamity, woe, curse, evil	disaster
灰	カイ	はい		6	6	168	180	1717	ashes, puckery juice, cremate	ashes
点	テン	つ.ける, つ.く, た.てる, さ.す, とぼ.す, とも.す, ぼち		2	9	169	181	165	spot, point, mark, speck, decimal point	spot
照	ショウ	て.る, て.らす, て.れる	あき, てる	4	13	170	182	1004	illuminate, shine, compare, bashful	illuminate
魚	ギョ	うお, さかな, -ざかな	い	2	11	171	183	1208	fish	fish
漁	ギョ, リョウ	あさ.る		4	14	172	184	1094	fishing, fishery	fishing
里	リ	さと	さ	2	7	173	185	1096	ri, village, parent's home, league	ri
黒	コク	くろ, くろ.ずむ, くろ.い		2	11	174	186	573	black	black
墨	ボク	すみ	すの	8	14	175	187	1616	black ink, India ink, ink stick, Mexico	black ink
鯉	リ	こい		9	18	176	188	2369	carp	carp
量	リョウ	はか.る	かず	4	12	177	189	469	quantity, measure, weight, amount, consider, estimate, surmise	quantity
厘	リン			8	9	178	190	1835	rin, 1/10 sen, 1/10 bu	rin
埋	マイ	う.める, う.まる, う.もれる, うず.める, うず.まる, い.ける		8	10	179	191	1110	bury, be filled up, embedded	bury
同	ドウ	おな.じ		2	6	180	192	15	same, agree, equal	same
洞	ドウ	ほら	とう	8	9	181	193	1618	den, cave, excavation	den
胴	ドウ			8	10	182	194	1904	trunk, torso, hull (ship), hub of wheel	trunk
向	コウ	む.く, む.い, -む.き, む.ける, -む.け, む.かう, む.かい, む.こう, む.こう-, むこ, むか.い	こお, た, な, むか, むかい, むこう	3	6	183	195	182	yonder, facing, beyond, confront, defy, tend toward, approach	yonder
尚	ショウ	なお	たか, たかし, ないし, なり, ひさ, ひさし	8	8	184	196	1531	esteem, furthermore, still, yet	esteem
字	ジ	あざ, あざな, -な		1	6	185	197	485	character, letter, word, section of village	character
守	シュ, ス	まも.る, まも.り, もり, -もり, かみ	う, し, も, て	3	6	186	198	457	guard, protect, defend, obey	guard
完	カン			4	7	187	199	595	perfect, completion, end	perfect
宣	セン	のたま.う	とおる, のぶ, のぼる, のり, ひさ, よし	6	9	188	200	695	proclaim, say, announce	proclaim
宵	ショウ	よい		8	10	189	201	2262	wee hours, evening, early night	wee hours
安	アン	やす.い, やす.まる, やす, やす.らか	あ, あす, あず, あっ, や	3	6	190	202	144	relax, cheap, low, quiet, rested, contented, peaceful	relax
宴	エン	うたげ	うた, やす	8	10	191	203	1675	banquet, feast, party	banquet
寄	キ	よ.る, -よ.り, よ.せる	よせ, より, よろ	5	11	192	204	673	draw near, stop in, bring near, gather, collect, send, forward	draw near
富	フ, フウ	と.む, とみ	と, とん, ふっ	5	12	193	205	644	wealth, enrich, abundant	wealth
貯	チョ	た.める, たくわ.える		4	12	194	206	1100	savings, store, lay in, keep, wear mustache	savings
木	ボク, モク	き, こ-	ぐ, も, もと	1	4	195	207	317	tree, wood	tree
林	リン	はやし	し	1	8	196	208	656	grove, forest	grove
森	シン	もり	もと	1	12	197	209	609	forest, woods	forest
桂	ケイ	かつら	かつ, よし, か	9	10	198	210	1651	Japanese Judas-tree, cinnamon tree	Japanese Judas-tree
柏	ハク, ヒャク, ビャク	かしわ	かい, かし	9	9	199	211	1606	oak	oak
